turn,fact,query,expected,frame
767,Log 767: Static report on weather. No anomalies detected.,None,None,Earth_Base
768,Log 768: Static report on weather. No anomalies detected.,None,None,Earth_Base
769,Log 769: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
770,Log 770: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
771,Log 771: Static report on weather. No anomalies detected.,None,None,Earth_Base
772,Log 772: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
773,Log 773: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
774,Log 774: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
775,Log 775: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
776,Log 776: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
777,Log 777: Static report on weather. No anomalies detected.,None,None,Earth_Base
778,Log 778: Static report on weather. No anomalies detected.,None,None,Earth_Base
779,Log 779: Static report on weather. No anomalies detected.,None,None,Earth_Base
780,Log 780: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
781,Log 781: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
782,Log 782: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
783,Log 783: Static report on weather. No anomalies detected.,None,None,Earth_Base
784,Log 784: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
785,Log 785: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
786,Log 786: Static report on weather. No anomalies detected.,None,None,Earth_Base
787,Log 787: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
788,Log 788: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
789,Log 789: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
790,Log 790: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
791,Log 791: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
792,Log 792: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
793,Log 793: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
794,Log 794: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
795,Log 795: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
796,Log 796: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
797,Log 797: Static report on weather. No anomalies detected.,None,None,Earth_Base
798,Log 798: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
799,Log 799: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
800,Log 800: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
801,Log 801: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
802,Log 802: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
803,Log 803: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
804,Log 804: Static report on weather. No anomalies detected.,None,None,Earth_Base
805,Log 805: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
806,Log 806: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
807,Log 807: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
808,Log 808: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
809,Log 809: Static report on weather. No anomalies detected.,None,None,Earth_Base
810,Log 810: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
811,Log 811: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
812,Log 812: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
813,Log 813: Static report on weather. No anomalies detected.,None,None,Earth_Base
814,Log 814: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
815,Log 815: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
816,Log 816: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
817,Log 817: Static report on weather. No anomalies detected.,None,None,Earth_Base
818,Log 818: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
819,Log 819: Static report on weather. No anomalies detected.,None,None,Earth_Base
820,Log 820: Static report on weather. No anomalies detected.,None,None,Earth_Base
821,Log 821: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
822,Log 822: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
823,Log 823: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
824,Log 824: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
825,Log 825: Static report on weather. No anomalies detected.,None,None,Earth_Base
826,Log 826: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
827,Log 827: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
828,Log 828: Static report on weather. No anomalies detected.,None,None,Earth_Base
829,Log 829: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
830,Log 830: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
831,Log 831: Static report on weather. No anomalies detected.,None,None,Earth_Base
832,Log 832: Static report on weather. No anomalies detected.,None,None,Earth_Base
833,Log 833: Static report on weather. No anomalies detected.,None,None,Earth_Base
834,Log 834: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
835,Log 835: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
836,Log 836: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
837,Log 837: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
838,Log 838: Static report on weather. No anomalies detected.,None,None,Earth_Base
839,Log 839: Static report on weather. No anomalies detected.,None,None,Earth_Base
840,Log 840: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
841,Log 841: Static report on weather. No anomalies detected.,None,None,Earth_Base
842,Log 842: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
843,Log 843: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
844,Log 844: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
845,Log 845: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
846,Log 846: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
847,Log 847: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
848,Log 848: Static report on crew rations. No anomalies detected.,None,None,Earth_Base
849,Log 849: Static report on orbital debris. No anomalies detected.,None,None,Earth_Base
850,Log 850: Static report on sensor calibration. No anomalies detected.,None,None,Earth_Base
851,Security audit in progress.,What is the secure access code for Vault 1?,1001,Earth_Base
852,Security audit in progress.,What is the secure access code for Vault 2?,1002,Earth_Base
853,Security audit in progress.,What is the secure access code for Vault 3?,1003,Earth_Base
854,Security audit in progress.,What is the secure access code for Vault 4?,1004,Earth_Base
855,Security audit in progress.,What is the secure access code for Vault 5?,1005,Earth_Base
856,Security audit in progress.,What is the secure access code for Vault 6?,1006,Earth_Base
857,Security audit in progress.,What is the secure access code for Vault 7?,1007,Earth_Base
858,Security audit in progress.,What is the secure access code for Vault 8?,1008,Earth_Base
859,Security audit in progress.,What is the secure access code for Vault 9?,1009,Earth_Base
860,Security audit in progress.,What is the secure access code for Vault 10?,1010,Earth_Base
861,Security audit in progress.,What is the secure access code for Vault 11?,1011,Earth_Base
862,Security audit in progress.,What is the secure access code for Vault 12?,1012,Earth_Base
863,Security audit in progress.,What is the secure access code for Vault 13?,1013,Earth_Base
864,Security audit in progress.,What is the secure access code for Vault 14?,1014,Earth_Base
865,Security audit in progress.,What is the secure access code for Vault 15?,1015,Earth_Base
866,Security audit in progress.,What is the secure access code for Vault 16?,1016,Earth_Base
867,Security audit in progress.,What is the secure access code for Vault 17?,1017,Earth_Base
868,Security audit in progress.,What is the secure access code for Vault 18?,1018,Earth_Base
869,Security audit in progress.,What is the secure access code for Vault 19?,1019,Earth_Base
870,Security audit in progress.,What is the secure access code for Vault 20?,1020,Earth_Base
871,Security audit in progress.,What is the secure access code for Vault 21?,1021,Earth_Base
872,Security audit in progress.,What is the secure access code for Vault 22?,1022,Earth_Base
873,Security audit in progress.,What is the secure access code for Vault 23?,1023,Earth_Base
874,Security audit in progress.,What is the secure access code for Vault 24?,1024,Earth_Base
875,Security audit in progress.,What is the secure access code for Vault 25?,1025,Earth_Base
876,Security audit in progress.,What is the secure access code for Vault 26?,1026,Earth_Base
877,Security audit in progress.,What is the secure access code for Vault 27?,1027,Earth_Base
878,Security audit in progress.,What is the secure access code for Vault 28?,1028,Earth_Base
879,Security audit in progress.,What is the secure access code for Vault 29?,1029,Earth_Base
880,Security audit in progress.,What is the secure access code for Vault 30?,1030,Earth_Base
881,Security audit in progress.,What is the secure access code for Vault 31?,1031,Earth_Base
882,Security audit in progress.,What is the secure access code for Vault 32?,1032,Earth_Base
883,Security audit in progress.,What is the secure access code for Vault 33?,1033,Earth_Base
884,Security audit in progress.,What is the secure access code for Vault 34?,1034,Earth_Base
885,Security audit in progress.,What is the secure access code for Vault 35?,1035,Earth_Base
886,Security audit in progress.,What is the secure access code for Vault 36?,1036,Earth_Base
887,Security audit in progress.,What is the secure access code for Vault 37?,1037,Earth_Base
888,Security audit in progress.,What is the secure access code for Vault 38?,1038,Earth_Base
889,Security audit in progress.,What is the secure access code for Vault 39?,1039,Earth_Base
890,Security audit in progress.,What is the secure access code for Vault 40?,1040,Earth_Base
891,Security audit in progress.,What is the secure access code for Vault 41?,1041,Earth_Base
892,Security audit in progress.,What is the secure access code for Vault 42?,1042,Earth_Base
893,Security audit in progress.,What is the secure access code for Vault 43?,1043,Earth_Base
894,Security audit in progress.,What is the secure access code for Vault 44?,1044,Earth_Base
895,Security audit in progress.,What is the secure access code for Vault 45?,1045,Earth_Base
896,Security audit in progress.,What is the secure access code for Vault 46?,1046,Earth_Base
897,Security audit in progress.,What is the secure access code for Vault 47?,1047,Earth_Base
898,Security audit in progress.,What is the secure access code for Vault 48?,1048,Earth_Base
899,Security audit in progress.,What is the secure access code for Vault 49?,1049,Earth_Base
900,Security audit in progress.,What is the secure access code for Vault 50?,1050,Earth_Base
901,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
902,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
903,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
904,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
905,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
906,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
907,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
908,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
909,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
910,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
911,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
912,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
913,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
914,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
915,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
916,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
917,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
918,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
919,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
920,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
921,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
922,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
923,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
924,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
925,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
926,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
927,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
928,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
929,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
930,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
931,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
932,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
933,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
934,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
935,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
936,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
937,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
938,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
939,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
940,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
941,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
942,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
943,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
944,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
945,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
946,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
947,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
948,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
949,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
950,ENVIRONMENT ALERT: Switching to Mars Simulation. Local gravity is 3.7.,What is the current local gravity?,3.7,Mars_Sim
